Name;ISIN;Symbol;Market;Trading Currency;Open;High;Low;Last;Last Date/Time;Time Zone;Volume;Turnover
1000MERCIS;FR0010285965;ALMIL;Euronext Growth Paris;EUR;22.8;22.8;22.5;22.5;16/12/2019;CET;671;15270.2
2CRSI;FR0013341781;2CRSI;Euronext Paris;EUR;4.85;4.86;4.73;4.83;16/12/2019;CET;33566;161222.74
A TOUTE VITESSE;FR0010050773;MLATV;Euronext Access Paris;EUR;1.48;1.48;1.35;1.35;13/11/2019;CET;378;521.87
A.S.T. GROUPE;FR0000076887;ASP;Euronext Paris;EUR;3.23;3.23;3.185;3.195;16/12/2019;CET;4204;13479.145
AALBERTS NV;NL0000852564;AALB;Euronext Amsterdam;EUR;40.3;40.74;40.25;40.61;16/12/2019;CET;247012;10022805.29
AB INBEV;BE0974293251;ABI;Euronext Brussels;EUR;70.66;71.99;70.52;71.77;16/12/2019;CET;1676623;119862289.82
AB SCIENCE;FR0010557264;AB;Euronext Paris;EUR;5.05;5.17;5.04;5.13;16/12/2019;CET;43656;222951.15
ABATTOIR;BE0946377455;-;Euronext Expert Market;EUR;47.7;47.7;47.7;47.7;24/01/2017;CET;500;23850
ABBEY PLC;IE0000020408;DOY;Euronext Growth Dublin;EUR;13.9;13.9;13.9;13.9;12/12/2019;UTC;1;13.9
ABC ARBITRAGE;FR0004040608;ABCA;Euronext Paris;EUR;6.73;6.74;6.68;6.72;16/12/2019;CET;26695;179239.54
ABEO;FR0013185857;ABEO;Euronext Paris;EUR;17.85;17.9;17.25;17.25;16/12/2019;CET;5651;99179.75
ABIONYX PHARMA;FR0012616852;ABNX;Euronext Paris;EUR;0.348;0.3535;0.3455;0.352;16/12/2019;CET;42037;14710.234
ABIVAX;FR0012333284;ABVX;Euronext Paris;EUR;16.38;17.28;16.06;17.24;16/12/2019;CET;83183;1399325.58
ABN AMRO BANK N.V.;NL0011540547;ABN;Euronext Amsterdam;EUR;16.285;16.31;16.05;16.135;16/12/2019;CET;2698417;43482800.205
ABO GROUP;BE0974278104;ABO;Euronext Brussels;EUR;2.32;2.32;2.32;2.32;13/12/2019;CET;4;9.28
ACACIA PHARMA;GB00BYWF9Y76;ACPH;Euronext Brussels;EUR;1.78;1.804;1.75;1.792;16/12/2019;CET;124296;221628.716
ACANTHE DEV.;FR0000064602;ACAN;Euronext Paris;EUR;0.469;0.469;0.462;0.467;16/12/2019;CET;26938;12554.34
ACCELL GROUP;NL0009767532;ACCEL;Euronext Amsterdam;EUR;25.05;25.45;25.05;25.15;16/12/2019;CET;9723;244978.8
ACCENTIS;BE0003696102;ACCB;Euronext Brussels;EUR;0.051;0.052;0.05;0.052;16/12/2019;CET;973819;49449.2225
ACCOR;FR0000120404;AC;Euronext Paris;EUR;40.93;41.65;40.93;41.63;16/12/2019;CET;942196;39051914.06
ACCSYS;GB00BQQFX454;AXS;Euronext Amsterdam;EUR;1.1;1.105;1.095;1.095;16/12/2019;CET;67038;73720.2
ACHETER-LOUER.FR;FR0010493510;ALALO;Euronext Growth Paris;EUR;0.0136;0.0152;0.0134;0.0143;16/12/2019;CET;10488449;150117.125
ACKERMANS V.HAAREN;BE0003764785;ACKB;Euronext Brussels;EUR;143;143;140.8;142.2;16/12/2019;CET;40082;5697672.9
ACTEOS;FR0000076861;EOS;Euronext Paris;EUR;1.35;1.35;1.265;1.3;16/12/2019;CET;6847;9056.535
ACTIA GROUP;FR0000076655;ATI;Euronext Paris;EUR;4.17;4.205;4.17;4.175;16/12/2019;CET;3108;13005.575
ACTIPLAY (GROUPE);FR0011038348;ALACT;Euronext Growth Paris;EUR;0.15;0.16;0.138;0.16;16/12/2019;CET;1563;218.96
ACTIVIUM GROUP;FR0010979377;MLACT;Euronext Access Paris;EUR;1.28;1.28;1.28;1.28;10/12/2019;CET;188;240.64
ACVLHO;BE0010012210;-;Euronext Expert Market;EUR;4500.01;4500.01;4500.01;4500.01;07/07/2015;CET;3;13500.03
ADA;FR0000053076;ALADA;Euronext Growth Paris;EUR;10.7;10.9;10.6;10.9;16/12/2019;CET;621;6657
ADC SIIC;BE0974269012;ALDV;Euronext Paris;EUR;0.11;0.11;0.11;0.11;16/12/2019;CET;7000;770
ADEUNIS;FR0013284627;ALARF;Euronext Growth Paris;EUR;3.46;3.48;3.45;3.45;16/12/2019;CET;1995;6884.26
ADL PARTNER;FR0000062978;ALP;Euronext Paris;EUR;14.2;14.25;14.2;14.25;16/12/2019;CET;630;8966
ADOCIA;FR0011184241;ADOC;Euronext Paris;EUR;8.35;8.49;8.34;8.38;16/12/2019;CET;18455;154841.85
ADOMOS;FR0013247244;ALADO;Euronext Growth Paris;EUR;0.617;0.617;0.6;0.604;16/12/2019;CET;15842;9552.597
ADP;FR0010340141;ADP;Euronext Paris;EUR;-;179.1;176.8;177.1;16/12/2019;CET;60645;10750326.5
ADTHINK;FR0010457531;ALADM;Euronext Growth Paris;EUR;0.748;0.758;0.72;0.72;16/12/2019;CET;12430;9208.94
ADUX;FR0012821890;ADUX;Euronext Paris;EUR;1.145;1.145;1.105;1.12;16/12/2019;CET;5811;6543.38
ADUX DS;FR0013461498;ADUDS;Euronext Paris;EUR;0.0001;0.0006;0.0001;0.0001;16/12/2019;CET;25572;4.5577
ADVENIS;FR0004152874;ADV;Euronext Paris;EUR;1.335;1.365;1.3;1.365;16/12/2019;CET;2112;2851.07
ADVICENNE;FR0013296746;ADVIC;Euronext Paris, Brussels;EUR;8.6;9.1;8.5;8.86;16/12/2019;CET;3628;32145.04
ADVINI;FR0000053043;ADVI;Euronext Paris;EUR;26.2;26.4;26.2;26.2;16/12/2019;CET;56;1475.2
ADYEN;NL0012969182;ADYEN;Euronext Amsterdam;EUR;702;709.2;701.2;708;16/12/2019;CET;74921;52849883.2
AEDIFICA;BE0003851681;AED;Euronext Brussels, Amsterdam;EUR;109;109.4;107.4;108;16/12/2019;CET;29889;3235952.6
AEGON;NL0000303709;AGN;Euronext Amsterdam;EUR;4.199;4.212;4.178;4.201;16/12/2019;CET;4939310;20711853.608
AERKOMM INC;US00774B2088;AKOM;Euronext Paris;EUR;-;-;-;-;-;CET;-;-
AFONE PARTICIP.;FR0000044612;AFO;Euronext Paris;EUR;13;13;13;13;16/12/2019;CET;1394;18122
AG3I;FR0011908045;MLAGI;Euronext Access Paris;EUR;3.46;3.46;3.46;3.46;08/11/2019;CET;2;6.92
AGARTHA REAL EST;ES0105422002;MLAGA;Euronext Access Paris;EUR;-;-;-;-;-;CET;-;-
AGEAS;BE0974264930;AGS;Euronext Brussels;EUR;54.32;54.5;54.06;54.24;16/12/2019;CET;355532;19261536.2
AGENCE MARIT MINNE;BE0024915838;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
AGFA-GEVAERT;BE0003755692;AGFB;Euronext Brussels;EUR;4.75;4.784;4.726;4.784;16/12/2019;CET;348354;1658707.644
AGRIPOWER;FR0013452281;ALAGP;Euronext Growth Paris;EUR;10.3;10.9;10.3;10.6;16/12/2019;CET;11573;122227.75
AGROGENERATION;FR0010641449;ALAGR;Euronext Growth Paris;EUR;0.051;0.053;0.0508;0.051;16/12/2019;CET;152657;7891.1882
AGTA RECORD;CH0008853209;AGTA;Euronext Paris;EUR;67.5;69;67.5;69;11/12/2019;CET;277;19072.5
AGUAS DA CURIA;PTCUR0AP0000;CUR;Euronext Access Lisbon;EUR;1.17;1.17;1.17;1.17;07/09/2017;BST;32;37.44
AHOLD DEL;NL0011794037;AD;Euronext Amsterdam, Brussels;EUR;22.56;22.635;22.415;22.55;16/12/2019;CET;3087611;69475076.05
AIB GROUP PLC;IE00BF0L3536;A5G;Euronext Dublin;EUR;3.354;3.356;3.27;3.298;16/12/2019;UTC;5095828;16237012.465
AIR FRANCE -KLM;FR0000031122;AF;Euronext Paris, Amsterdam;EUR;10.605;10.865;10.58;10.6;16/12/2019;CET;2601659;27751387.965
AIR LIQUIDE;FR0000120073;AI;Euronext Paris;EUR;124.05;125.1;124.05;124.75;16/12/2019;CET;688082;85265920.25
AIR MARINE;FR0013285103;MLAIM;Euronext Access Paris;EUR;3.88;3.88;3.88;3.88;10/12/2019;CET;50;194
AIRBUS;NL0000235190;AIR;Euronext Paris;EUR;127;129.32;126.56;129.22;16/12/2019;CET;1551759;199230919.6
AJAX;NL0000018034;AJAX;Euronext Amsterdam;EUR;20.2;20.7;20;20.7;16/12/2019;CET;8477;173693.4
AKKA TECHNOLOGIES;FR0004180537;AKA;Euronext Paris, Brussels;EUR;59.1;60.9;59.1;60.1;16/12/2019;CET;72654;4374924.4
AKWEL;FR0000053027;AKW;Euronext Paris;EUR;20.4;20.45;20;20.15;16/12/2019;CET;5929;119660.9
AKZO NOBEL;NL0013267909;AKZA;Euronext Amsterdam;EUR;90.78;92.06;90.54;90.89;16/12/2019;CET;631664;57585058.66
ALBIOMA;FR0000060402;ABIO;Euronext Paris;EUR;26;26.6;25.95;26.45;16/12/2019;CET;56825;1499506.5
ALD;FR0013258662;ALD;Euronext Paris;EUR;13.96;14;13.88;13.96;16/12/2019;CET;55672;777420.86
ALES GROUPE;FR0000054652;ALPHY;Euronext Growth Paris;EUR;2.6;2.63;2.44;2.63;16/12/2019;CET;9592;24153.92
ALFEN;NL0012817175;ALFEN;Euronext Amsterdam;EUR;14.6;14.78;14.5;14.52;16/12/2019;CET;70473;1029292.8
ALIAXIS;BE0941243520;-;Euronext Expert Market;EUR;16.7;16.7;16.7;16.7;10/12/2019;CET;2650;44255
ALPES (COMPAGNIE);FR0000053324;CDA;Euronext Paris;EUR;30.3;30.35;30.15;30.2;16/12/2019;CET;7796;235789.4
ALPHA MOS;FR0013421286;ALM;Euronext Paris;EUR;0.6;0.6;0.6;0.6;16/12/2019;CET;4213;2527.8
ALSTOM;FR0010220475;ALO;Euronext Paris;EUR;41.55;42.33;41.55;42.08;16/12/2019;CET;692282;29094504.82
ALTAMIR;FR0000053837;LTA;Euronext Paris;EUR;16.75;16.78;16.65;16.652;16/12/2019;CET;697;11620.154
ALTAREA;FR0000033219;ALTA;Euronext Paris;EUR;199;200;197.4;198;16/12/2019;CET;3278;651075.6
ALTAREIT;FR0000039216;AREIT;Euronext Paris;EUR;530;530;530;530;03/12/2019;CET;3;1590
ALTEN;FR0000071946;ATE;Euronext Paris;EUR;109.1;111;109;110.5;16/12/2019;CET;47570;5247820.9
ALTICE EUROPE B;NL0011333760;ATCB;Euronext Amsterdam;EUR;5.51;5.62;5.51;5.6;16/12/2019;CET;119965;671012.45
ALTICE EUROPE N.V.;NL0011333752;ATC;Euronext Amsterdam;EUR;5.538;5.612;5.532;5.588;16/12/2019;CET;4387835;24494730.83
ALTRAN TECHN.;FR0000034639;ALT;Euronext Paris;EUR;14.155;14.22;14.155;14.2;16/12/2019;CET;332724;4722617.92
ALTRI SGPS;PTALT0AE0002;ALTR;Euronext Lisbon;EUR;5.885;5.895;5.79;5.86;17/12/2019;BST;496841;2909487.685
ALTUR INVEST.;FR0010395681;ALTUR;Euronext Paris;EUR;5.72;5.72;5.7;5.7;16/12/2019;CET;81;461.72
ALUMEXX N.V.;NL0012194724;ALX;Euronext Amsterdam;EUR;0.596;0.604;0.582;0.604;16/12/2019;CET;6718;3999.396
ALVEEN;FR0013253812;MLALV;Euronext Access Paris;EUR;0.75;0.75;0.75;0.75;13/12/2019;CET;100;75
AMATHEON AGRI;NL0010273694;MLAAH;Euronext Access Paris;EUR;0.0805;0.0805;0.0805;0.0805;16/12/2019;CET;1;0.0805
AMG;NL0000888691;AMG;Euronext Amsterdam;EUR;20.46;21.68;20.41;21.26;16/12/2019;CET;695048;14676679.71
AMOEBA;FR0011051598;AMEBA;Euronext Paris;EUR;0.503;0.513;0.477;0.503;16/12/2019;CET;400265;196542.7975
AMPLITUDE SURGICAL;FR0012789667;AMPLI;Euronext Paris;EUR;1.64;1.64;1.57;1.595;16/12/2019;CET;67290;109479.62
AMRYT PHARMA PLC;GB00BKLTQ412;AYP;Euronext Growth Dublin;EUR;-;-;-;-;-;UTC;-;-
AMSTERDAM COMMOD.;NL0000313286;ACOMO;Euronext Amsterdam;EUR;20.7;20.75;20.5;20.75;16/12/2019;CET;38429;793478.55
AMUNDI;FR0004125920;AMUN;Euronext Paris;EUR;69;70;69;69.8;16/12/2019;CET;138330;9649952.3
AND INTERNATIONAL;NL0000430106;AND;Euronext Amsterdam;EUR;2.2;2.2;2.2;2.2;16/12/2019;CET;1200;2640
ANEVIA;FR0011910652;ALANV;Euronext Growth Paris;EUR;2.27;2.27;2.2;2.26;16/12/2019;CET;1470;3284.69
ANEVIA BSA 2018;FR0013391182;ANVBS;Euronext Growth Paris;EUR;-;-;-;-;-;CET;-;-
ANS ROCOUR;BE0003243426;-;Euronext Expert Market;EUR;89.3;89.3;89.3;89.3;21/02/2017;CET;31;2768.3
ANTALIS;FR0013258589;ANTA;Euronext Paris;EUR;0.824;0.826;0.816;0.826;16/12/2019;CET;5151;4233.124
ANTARES CERT;BE0003676872;ANT;Euronext Brussels;EUR;42.8;42.9;42.8;42.9;11/12/2019;CET;132;5653.6
ANTEVENIO;ES0109429037;ALANT;Euronext Growth Paris;EUR;6.92;6.94;6.92;6.92;16/12/2019;CET;25;173.02
AP ALTERNAT ASSETS;GB00B15Y0C52;AAA;Euronext Amsterdam;USD;0.1;0.1;0.1;0.1;10/12/2019;CET;278958;25183.54
APERAM;LU0569974404;APAM;Euronext Amsterdam, Brussels, Paris;EUR;28.3;28.48;28.04;28.4;16/12/2019;CET;197988;5602301.29
APPLEGREEN PLC;IE00BXC8D038;APGN;Euronext Growth Dublin;EUR;5.58;5.6;5.5;5.5;16/12/2019;UTC;20938;116358.12
APRIL;FR0004037125;APR;Euronext Paris;EUR;21.8;22;21.8;22;16/12/2019;CET;303;6659.2
AQUILA;FR0010340711;ALAQU;Euronext Growth Paris;EUR;6.55;6.85;6.55;6.85;13/12/2019;CET;1568;10271
ARCADIS;NL0006237562;ARCAD;Euronext Amsterdam;EUR;19.8;20.22;19.8;20.2;16/12/2019;CET;288981;5800381.72
ARCELOR MITT LUX;LU0006047129;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
ARCELOR MITT RODA;LU0006067663;-;Euronext Expert Market;EUR;1.08;1.08;1.08;1.08;21/05/2019;CET;20;21.6
ARCELORMITTAL SA;LU1598757687;MT;Euronext Amsterdam, Paris;EUR;16.508;16.924;16.376;16.66;16/12/2019;CET;8123023;135566749.138
ARCHOS;FR0000182479;JXR;Euronext Paris;EUR;0.135;0.175;0.13;0.1486;16/12/2019;CET;15071263;2289418.9894
ARCURE;FR0013398997;ALCUR;Euronext Growth Paris;EUR;4.21;4.465;4.2;4.415;16/12/2019;CET;1111;4766.21
ARDOIN ST AMAND A;FR0005057635;MLARD;Euronext Access Paris;EUR;101;101;101;101;14/11/2019;CET;70;7070
ARDOIN ST AMAND B;FR0004070795;ARDO;Euronext Access Paris;EUR;80;80;80;80;07/09/2016;CET;4;320
ARGAN;FR0010481960;ARG;Euronext Paris;EUR;74.6;74.6;72.4;73;16/12/2019;CET;1309;95907.8
ARGENTEAU;BE0003244432;-;Euronext Expert Market;EUR;16.78;16.78;16.78;16.78;06/12/2016;CET;4;67.12
ARGENTEAU;BE0003245447;-;Euronext Expert Market;EUR;19.8;19.8;19.8;19.8;15/09/2015;CET;626;12394.8
ARGENX SE;NL0010832176;ARGX;Euronext Brussels;EUR;143;149.6;143;148.9;16/12/2019;CET;133538;19622433.9
ARKEMA;FR0010313833;AKE;Euronext Paris;EUR;95.38;96.02;94.94;95.4;16/12/2019;CET;319379;30463460.06
ARKIMEDES FONDS;BE0945331669;-;Euronext Expert Market;EUR;5;5;5;5;10/12/2019;CET;20;100
ARMA;BE0051300847;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
ARTEA;FR0012185536;ARTE;Euronext Paris;EUR;11.7;11.9;11.7;11.9;16/12/2019;CET;398;4671.9
ARTEFACT;FR0000079683;ALATF;Euronext Growth Paris;EUR;1.082;1.106;1.078;1.106;16/12/2019;CET;24685;27001.444
ARTMARKET COM;FR0000074783;PRC;Euronext Paris;EUR;8.99;9;8.85;9;16/12/2019;CET;22313;199839.92
ARTOIS NOM.;FR0000076952;ARTO;Euronext Paris;EUR;4280;4280;4280;4280;12/12/2019;CET;2;8560
ARYZTA AG;CH0043238366;YZA;Euronext Dublin;EUR;0.94;0.9645;0.935;0.935;16/12/2019;UTC;110013;104862.739
ASCENCIO;BE0003856730;ASC;Euronext Brussels;EUR;55.4;56;55.2;56;16/12/2019;CET;6293;349824.6
ASHLER ET MANSON;FR0012968485;MLAEM;Euronext Access Paris;EUR;1.71;1.71;1.71;1.71;12/12/2019;CET;200;342
ASIT;BE0974289218;ASIT;Euronext Brussels, Paris;EUR;0.27;0.272;0.245;0.25;16/12/2019;CET;491256;127336.949
ASM INTERNATIONAL;NL0000334118;ASM;Euronext Amsterdam;EUR;103.5;104.3;102.85;103.85;16/12/2019;CET;143946;14933607.35
ASML HOLDING;NL0010273215;ASML;Euronext Amsterdam;EUR;261.15;263.7;260.6;263;16/12/2019;CET;1064185;278898659.95
ASR NEDERLAND;NL0011872643;ASRNL;Euronext Amsterdam;EUR;33.98;34.05;33.6;33.98;16/12/2019;CET;374371;12675626.2
ASSICURAZ.GEN.ORD.;IT0000062072;GEN;Traded not listed Brussels;EUR;18.665;18.665;18.665;18.665;13/12/2019;CET;15;279.98
ASSYSTEM;FR0000074148;ASY;Euronext Paris;EUR;31.7;31.9;31.25;31.9;16/12/2019;CET;7334;232519.2
ATARI;FR0010478248;ATA;Euronext Paris;EUR;0.3148;0.358;0.3148;0.344;16/12/2019;CET;3677940;1253729.133
ATEME;FR0011992700;ATEME;Euronext Paris;EUR;11.36;11.4;11.3;11.36;16/12/2019;CET;5042;57398.58
ATENOR;BE0003837540;ATEB;Euronext Brussels;EUR;72.8;72.8;71.4;72.4;16/12/2019;CET;2828;158785.2
ATOS;FR0000051732;ATO;Euronext Paris;EUR;75.28;75.96;74.98;75.28;16/12/2019;CET;423468;31862480.1
ATRIUM EUR REALEST;JE00B3DCF752;ATRS;Euronext Amsterdam;EUR;3.545;3.56;3.545;3.55;16/12/2019;CET;1280;4544.85
AUBAY;FR0000063737;AUB;Euronext Paris;EUR;33.3;33.7;33;33.45;16/12/2019;CET;6712;223730.75
AUDIENCE LABS;FR0011896463;MLAUD;Euronext Access Paris;EUR;7.7;7.7;7.7;7.7;22/05/2018;CET;13;100.1
AUDIOVALLEY;BE0974334667;ALAVY;Euronext Growth Paris, Brussels;EUR;4.41;4.41;4.05;4.1;16/12/2019;CET;13377;58019.34
AUGROS COSMETICS;FR0000061780;AUGR;Euronext Paris;EUR;6.1;6.1;6.1;6.1;13/12/2019;CET;62;378.2
AUPLATA MINING GR;FR0013410370;ALAMG;Euronext Growth Paris;EUR;0.2968;0.2983;0.273;0.28;16/12/2019;CET;1732130;494046.9135
AUREA;FR0000039232;AURE;Euronext Paris;EUR;6.16;6.34;6.16;6.22;16/12/2019;CET;748;4685.12
AURES TECHNOLOGIES;FR0013183589;AURS;Euronext Paris;EUR;21.4;22.35;21.4;22.35;16/12/2019;CET;18940;417208
AVANTIUM;NL0012047823;AVTX;Euronext Amsterdam, Brussels;EUR;-;3.025;2.955;2.98;16/12/2019;CET;17824;53468.4
AVENIR TELECOM;FR0000066052;AVT;Euronext Paris;EUR;0.0152;0.0152;0.0127;0.0134;16/12/2019;CET;29814080;406065.8168
AWOX;FR0011800218;AWOX;Euronext Paris;EUR;0.78;0.808;0.78;0.79;16/12/2019;CET;6072;4760.95
AXA;FR0000120628;CS;Euronext Paris;EUR;24.86;24.985;24.81;24.96;16/12/2019;CET;4203177;104423695.415
AXWAY SOFTWARE;FR0011040500;AXW;Euronext Paris;EUR;11.9;12.2;11.9;12.15;16/12/2019;CET;3766;45696.5
AZ LEASING;IT0004812258;MLAZL;Euronext Access Paris;EUR;0.444;0.444;0.444;0.444;27/06/2019;CET;2;0.89
AZOREAN TECH;PTAZR0AM0006;MLAAT;Euronext Access Paris;EUR;0.214;0.214;0.214;0.214;16/12/2019;CET;628;134.392
B&S Group;LU1789205884;BSGR;Euronext Amsterdam;EUR;9.6;9.65;9.54;9.59;16/12/2019;CET;40240;386165.92
B.COM.PORTUGUES;PTBCP0AM0015;BCP;Euronext Lisbon;EUR;0.2039;0.2053;0.2014;0.203;17/12/2019;BST;27566845;5605101.3287
BACCARAT;FR0000064123;BCRA;Euronext Paris;EUR;198;198;198;198;16/12/2019;CET;1;198
BAIKOWSKI;FR0013384369;ALBKK;Euronext Growth Paris;EUR;13.39;13.39;13.35;13.35;16/12/2019;CET;5;66.79
BAINS MER MONACO;MC0000031187;BAIN;Euronext Paris;EUR;56;56.4;55;55.8;16/12/2019;CET;2373;132018.6
BALTA GROUP;BE0974314461;BALTA;Euronext Brussels;EUR;2.62;2.655;2.6;2.63;16/12/2019;CET;59273;155349.715
BALYO;FR0013258399;BALYO;Euronext Paris;EUR;1;1;0.965;1;16/12/2019;CET;126983;125090.754
BAM GROEP KON;NL0000337319;BAMNB;Euronext Amsterdam;EUR;2.774;2.774;2.718;2.762;16/12/2019;CET;1932280;5302087.836
BANCO BILBAO VIZC.;ES0113211835;BBV;Traded not listed Brussels;EUR;4.7875;4.7875;4.7875;4.7875;14/11/2019;CET;10;47.88
BANCO SANTANDER;ES0113900J37;SANTA;Traded not listed Brussels;EUR;3.7225;3.7815;3.7225;3.7645;16/12/2019;CET;1087;4095.866
BANIMMO A;BE0003870871;BANI;Euronext Brussels;EUR;3.39;3.43;3.39;3.43;16/12/2019;CET;1322;4487.74
BANK OF IR NC PREF;IE0000730790;DD7E;Euronext Dublin;EUR;23;23;23;23;25/10/2019;UTC;87612;2015076
BANK OF IR NCP STF;IE0000730808;DD7D;Euronext Dublin;EUR;-;-;-;18.7413;14/07/2017;UTC;-;-
BANK OF IRELAND GP;IE00BD1RP616;BIRG;Euronext Dublin;EUR;5.11;5.14;4.974;5.105;16/12/2019;UTC;2439941;12406751.959
BARBARA BUI;FR0000062788;BUI;Euronext Paris;EUR;6.6;6.6;6.6;6.6;11/12/2019;CET;15;99
BARCO;BE0003790079;BAR;Euronext Brussels;EUR;213;214;206.5;208;16/12/2019;CET;27712;5788957.5
BARINGS CORE SPAIN;ES0105362000;MLBAR;Euronext Access Paris;EUR;-;-;-;-;-;CET;-;-
BASIC-FIT;NL0011872650;BFIT;Euronext Amsterdam;EUR;32.35;32.35;31.9;32;16/12/2019;CET;108444;3472608.85
BASILIX CERT;BE0003674851;BAS;Euronext Brussels;EUR;15.03;16.07;15.03;16.07;16/12/2019;CET;30;454.02
BASTIDE LE CONFORT;FR0000035370;BLC;Euronext Paris;EUR;38.3;38.3;37.6;37.75;16/12/2019;CET;4781;181381.55
BATLA MINERALS;FR0010436170;MLBAT;Euronext Access Paris;EUR;0.51;0.51;0.51;0.51;11/12/2019;CET;1725;879.75
BCDC;CG000A0BKQF7;-;Euronext Expert Market;EUR;58;58;58;58;26/11/2019;CET;1955;113390
BD MULTI MEDIA;FR0000035305;ALBDM;Euronext Growth Paris;EUR;2;2;2;2;16/12/2019;CET;3564;7128
BE Semiconductor;NL0012866412;BESI;Euronext Amsterdam;EUR;34.5;35.23;33.99;35.12;16/12/2019;CET;448248;15558308.4
BEAULIEU-AV. CERT;BE0003661726;BEAB;Euronext Brussels;EUR;80;80;80;80;13/12/2019;CET;20;1600
BEFIMMO;BE0003678894;BEFB;Euronext Brussels;EUR;53.8;54.2;53.8;54.2;16/12/2019;CET;15626;845177.7
BEKAERT;BE0974258874;BEKB;Euronext Brussels;EUR;26.18;26.58;26.16;26.34;16/12/2019;CET;85172;2250477.04
BEL;FR0000121857;FBEL;Euronext Paris;EUR;320;320;316;316;16/12/2019;CET;67;21404
BELIER;FR0000072399;BELI;Euronext Paris;EUR;36.4;36.7;36.4;36.55;16/12/2019;CET;13126;480637.65
BELRECA;BE0020575115;BELR;Euronext Brussels;EUR;107;107;107;107;03/12/2019;CET;50;5350
BELUGA;BE0003723377;BELU;Euronext Brussels;EUR;3.12;3.12;3.12;3.12;12/12/2019;CET;500;1560
BEM INVEST;BE0046318490;-;Euronext Expert Market;EUR;14;14;14;14;21/02/2017;CET;5;70
BENETEAU;FR0000035164;BEN;Euronext Paris;EUR;11.1;11.2;11.03;11.13;16/12/2019;CET;109186;1213812.74
BENFICA;PTSLB0AM0010;SLBEN;Euronext Lisbon;EUR;4.6;4.62;4.56;4.62;17/12/2019;BST;5073;23209.23
BERNARD LOISEAU;FR0000066961;ALDBL;Euronext Growth Paris;EUR;3.62;3.62;3.62;3.62;16/12/2019;CET;1;3.62
BETER BED;NL0000339703;BBED;Euronext Amsterdam;EUR;2.28;2.3;2.165;2.22;16/12/2019;CET;265870;591583.255
BEVER HOLDING;NL0000285278;BEVER;Euronext Amsterdam;EUR;3.5;3.5;3.5;3.5;16/12/2019;CET;100;350
BGL BNP PARIBAS;LU0097891112;-;Euronext Expert Market;EUR;82.35;82.35;82.35;82.35;28/06/2016;CET;20;1647
BHA;BE0032095854;-;Euronext Expert Market;EUR;-;-;-;-;-;CET;-;-
BIC;FR0000120966;BB;Euronext Paris;EUR;61.4;63.1;61.4;63;16/12/2019;CET;80598;5052765.1
BIGBEN INTERACTIVE;FR0000074072;BIG;Euronext Paris;EUR;15.02;15.12;15;15;16/12/2019;CET;15667;235822.3
BIL;LU0006040975;-;Euronext Expert Market;EUR;386.1;386.1;386.1;386.1;04/04/2017;CET;1;386.1
BILENDI;FR0004174233;ALBLD;Euronext Growth Paris;EUR;10.1;10.1;10;10;16/12/2019;CET;823;8255.1
BIO-UV GROUP;FR0013345493;ALTUV;Euronext Growth Paris;EUR;3.3;3.31;3.28;3.29;16/12/2019;CET;10451;34382.77
BIOCARTIS;BE0974281132;BCART;Euronext Brussels;EUR;5.76;5.93;5.74;5.92;16/12/2019;CET;147369;863554.36
BIOCORP;FR0012788065;ALCOR;Euronext Growth Paris;EUR;13.4;13.7;12.6;13.1;16/12/2019;CET;7854;103126.8
BIOM UP SA;FR0013284080;BUP;Euronext Paris;EUR;0.273;0.288;0.26;0.288;22/10/2019;CET;86190;23921.51
BIOMERIEUX;FR0013280286;BIM;Euronext Paris;EUR;79.9;80.95;79.8;80.1;16/12/2019;CET;105153;8443166.9
BIOPHYTIS;FR0012816825;ALBPS;Euronext Growth Paris;EUR;0.264;0.274;0.2325;0.24;16/12/2019;CET;1608823;401455.0195
BIOSYNEX;FR0011005933;ALBIO;Euronext Growth Paris;EUR;3;3;2.88;2.88;16/12/2019;CET;3234;9620.96
BIP INV. PARTNERS;LU0110790085;-;Euronext Expert Market;EUR;49;49;49;49;22/10/2019;CET;78;3822
BLEECKER;FR0000062150;BLEE;Euronext Paris;EUR;149;149;149;149;13/11/2019;CET;4;596
